Latitude (decimal degrees):	50.936
Longitude (decimal degrees):	6.985
Elevation (m):	47
Radiation database:	PVGIS-SARAH2


Slope: 40 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20180519:0810,4842.7,589.93,40.44,12.03,1.72,0.0
20180519:0910,6026.1,748.5,48.77,12.98,1.52,0.0
20180519:1010,4920.4,609.22,55.29,13.82,1.45,0.0
20180519:1110,4406.7,547.06,58.64,14.8,1.45,0.0
20180519:1210,4606.4,574.16,57.73,15.6,1.52,0.0
20180519:1310,6005.6,760.6,52.88,16.69,1.59,0.0
20180519:1410,5835.5,734.79,45.47,17.34,1.86,0.0
20180519:1510,4375.6,547.86,36.7,17.61,2.21,0.0
20180519:1610,2455.1,328.8,27.35,17.58,2.55,0.0
20180519:1710,675.0,121.63,17.94,17.24,2.76,0.0
20180519:1810,267.7,47.0,8.82,16.35,2.76,0.0
20180519:1910,0.0,0.0,0.0,14.44,2.83,0.0
20180519:2010,0.0,0.0,0.0,13.08,2.69,0.0
20180519:2110,0.0,0.0,0.0,12.17,2.41,0.0
20180519:2210,0.0,0.0,0.0,11.41,2.07,0.0
20180519:2310,0.0,0.0,0.0,10.78,1.72,0.0
20180520:0010,0.0,0.0,0.0,9.84,1.52,0.0
20180520:0110,0.0,0.0,0.0,9.5,1.38,0.0
20180520:0210,0.0,0.0,0.0,9.09,1.38,0.0
20180520:0310,0.0,0.0,0.0,8.94,1.31,0.0
20180520:0410,19.6,10.07,3.93,9.41,1.1,0.0
20180520:0510,370.4,71.26,12.7,10.25,0.76,0.0
20180520:0610,1886.3,257.8,21.98,12.44,0.83,0.0
20180520:0710,3806.2,474.53,31.42,14.08,1.1,0.0
20180520:0810,5568.4,698.77,40.6,16.05,1.31,0.0
20180520:0910,6775.8,871.72,48.94,17.81,1.45,0.0
20180520:1010,7603.2,992.85,55.48,19.46,2.0,0.0
20180520:1110,7905.0,1033.57,58.85,20.55,2.62,0.0
20180520:1210,6204.3,794.09,57.94,21.13,2.83,0.0
20180520:1310,4238.6,536.48,53.08,22.03,3.1,0.0
20180520:1410,3477.3,440.56,45.64,22.61,3.59,0.0
20180520:1510,3008.8,383.25,36.86,22.6,3.93,0.0
20180520:1610,2355.5,319.9,27.52,22.17,4.07,0.0
20180520:1710,797.5,129.34,18.1,21.58,3.52,0.0
20180520:1810,249.4,45.32,9.0,20.54,2.9,0.0
20180520:1910,0.0,0.0,0.0,18.88,2.0,0.0
20180520:2010,0.0,0.0,0.0,17.16,1.66,0.0
20180520:2110,0.0,0.0,0.0,15.93,1.86,0.0
20180520:2210,0.0,0.0,0.0,15.37,2.76,0.0
20180520:2310,0.0,0.0,0.0,15.15,3.17,0.0
20180521:0010,0.0,0.0,0.0,14.78,3.17,0.0
20180521:0110,0.0,0.0,0.0,14.42,2.97,0.0
20180521:0210,0.0,0.0,0.0,14.05,2.76,0.0
20180521:0310,0.0,0.0,0.0,13.77,2.69,0.0
20180521:0410,66.9,18.46,4.09,13.59,2.69,0.0
20180521:0510,327.6,54.37,12.85,14.04,2.76,0.0
20180521:0610,1637.3,219.95,22.12,15.29,2.55,0.0
20180521:0710,3938.9,488.69,31.56,16.66,3.52,0.0
20180521:0810,5678.1,700.19,40.75,18.55,4.28,0.0
20180521:0910,5788.3,720.72,49.1,20.13,4.55,0.0
20180521:1010,7269.5,923.24,55.67,21.54,4.62,0.0
20180521:1110,7255.4,928.07,59.05,22.61,4.62,0.0
20180521:1210,6919.5,885.8,58.14,23.46,4.62,0.0
20180521:1310,5761.1,732.85,53.27,23.94,4.41,0.0
20180521:1410,4477.2,567.03,45.82,24.04,4.28,0.0
20180521:1510,3094.6,396.02,37.03,23.84,4.0,0.0
20180521:1610,2114.5,285.24,27.68,23.73,3.72,0.0
20180521:1710,743.9,110.29,18.27,23.16,2.9,0.0
20180521:1810,253.4,46.16,9.17,22.15,2.14,0.0
20180521:1910,0.0,0.0,0.0,20.26,1.24,0.0
20180521:2010,0.0,0.0,0.0,18.33,1.17,0.0
20180521:2110,0.0,0.0,0.0,16.86,1.31,0.0
20180521:2210,0.0,0.0,0.0,15.61,1.59,0.0
20180521:2310,0.0,0.0,0.0,14.22,1.66,0.0
20180522:0010,0.0,0.0,0.0,13.32,1.59,0.0
20180522:0110,0.0,0.0,0.0,13.6,1.24,0.0
20180522:0210,0.0,0.0,0.0,12.95,1.38,0.0
20180522:0310,0.0,0.0,0.0,12.61,1.66,0.0
20180522:0410,72.8,19.3,4.24,12.1,1.79,0.0
20180522:0510,308.2,51.57,12.99,12.78,1.38,0.0
20180522:0610,1075.9,146.63,22.26,15.7,1.03,0.0
20180522:0710,2558.1,325.75,31.7,18.37,1.45,0.0
20180522:0810,3855.2,487.8,40.89,20.05,1.52,0.0
20180522:0910,6023.1,779.19,49.26,21.35,1.66,0.0
20180522:1010,7276.0,960.79,55.85,22.21,1.93,0.0
20180522:1110,538.2,83.23,59.25,22.81,1.86,0.0
20180522:1210,687.4,102.23,58.34,23.48,1.52,0.0
20180522:1310,1044.7,146.56,53.45,23.72,1.31,0.0
20180522:1410,890.3,127.56,45.99,23.65,1.1,0.0
20180522:1510,1769.6,234.56,37.19,22.57,1.17,0.0
20180522:1610,2272.1,306.86,27.84,20.61,1.79,0.0
20180522:1710,703.5,103.43,18.43,19.28,1.03,0.0
20180522:1810,10.4,8.39,9.33,18.82,1.45,0.0
20180522:1910,0.0,0.0,0.0,18.77,0.76,0.0
20180522:2010,0.0,0.0,0.0,17.5,1.24,0.0
20180522:2110,0.0,0.0,0.0,16.15,1.59,0.0
20180522:2210,0.0,0.0,0.0,15.35,2.0,0.0
20180522:2310,0.0,0.0,0.0,15.16,1.1,0.0
20180523:0010,0.0,0.0,0.0,15.06,0.62,0.0
20180523:0110,0.0,0.0,0.0,14.67,0.69,0.0
20180523:0210,0.0,0.0,0.0,14.5,0.69,0.0
20180523:0310,0.0,0.0,0.0,14.45,0.62,0.0
20180523:0410,0.0,4.2,4.39,13.98,0.76,0.0
20180523:0510,93.2,22.62,13.13,14.47,0.83,0.0
20180523:0610,757.4,107.51,22.39,15.69,1.17,0.0
20180523:0710,1369.9,180.89,31.83,16.65,1.1,0.0
20180523:0810,3322.1,416.97,41.03,17.64,1.24,0.0
20180523:0910,2302.0,294.24,49.41,18.53,1.38,0.0
20180523:1010,2542.0,322.71,56.02,18.86,2.21,0.0
20180523:1110,3543.9,445.67,59.44,19.88,2.9,0.0
20180523:1210,3161.7,398.99,58.53,20.28,3.1,0.0
20180523:1310,1309.2,175.51,53.63,20.26,3.24,0.0
20180523:1410,4834.2,605.96,46.15,21.23,3.72,0.0
20180523:1510,4199.9,529.33,37.35,21.53,3.86,0.0
20180523:1610,2263.6,304.98,27.99,21.88,3.86,0.0
20180523:1710,78.0,20.81,18.58,21.86,3.72,0.0
20180523:1810,236.3,43.64,9.49,21.14,3.31,0.0
20180523:1910,0.0,0.0,0.0,20.11,3.03,0.0
20180523:2010,0.0,0.0,0.0,18.83,3.17,0.0
20180523:2110,0.0,0.0,0.0,17.71,2.76,0.0
20180523:2210,0.0,0.0,0.0,16.61,2.41,0.0
20180523:2310,0.0,0.0,0.0,15.53,2.21,0.0
20180524:0010,0.0,0.0,0.0,14.59,2.14,0.0
20180524:0110,0.0,0.0,0.0,13.97,2.21,0.0
20180524:0210,0.0,0.0,0.0,13.84,2.14,0.0
20180524:0310,0.0,0.0,0.0,13.74,2.28,0.0
20180524:0410,82.7,20.98,4.53,14.02,2.55,0.0
20180524:0510,304.1,66.71,13.26,14.58,2.21,0.0
20180524:0610,1034.1,141.5,22.52,16.22,1.59,0.0
20180524:0710,2493.3,315.13,31.96,18.2,3.1,0.0
20180524:0810,5401.0,669.21,41.16,19.03,3.79,0.0
20180524:0910,6499.5,817.91,49.56,19.74,3.52,0.0
20180524:1010,5030.2,630.3,56.19,20.35,3.66,0.0
20180524:1110,4078.8,512.46,59.63,20.71,3.45,0.0
20180524:1210,1377.1,184.55,58.72,21.44,3.31,0.0
20180524:1310,2809.5,357.9,53.81,21.52,3.1,0.0
20180524:1410,3421.5,433.61,46.32,21.86,2.9,0.0
20180524:1510,3638.9,460.87,37.5,21.64,3.24,0.0
20180524:1610,2077.8,274.84,28.15,20.0,3.31,0.0
20180524:1710,360.6,59.71,18.74,19.57,2.34,0.0
20180524:1810,295.4,51.2,9.65,19.34,2.62,0.0
20180524:1910,0.0,0.0,0.0,18.12,2.41,0.0
20180524:2010,0.0,0.0,0.0,17.25,2.41,0.0
20180524:2110,0.0,0.0,0.0,16.83,2.34,0.0
20180524:2210,0.0,0.0,0.0,16.45,2.28,0.0
20180524:2310,0.0,0.0,0.0,15.86,2.21,0.0
20180525:0010,0.0,0.0,0.0,15.35,2.14,0.0
20180525:0110,0.0,0.0,0.0,14.91,2.07,0.0
20180525:0210,0.0,0.0,0.0,14.48,1.86,0.0
20180525:0310,0.0,0.0,0.0,13.9,1.79,0.0
20180525:0410,82.9,20.98,4.66,13.61,1.66,0.0
20180525:0510,405.8,76.04,13.39,14.31,1.66,0.0
20180525:0610,1552.7,208.2,22.64,15.57,1.66,0.0
20180525:0710,3556.2,449.28,32.08,17.1,1.17,0.0
20180525:0810,5135.2,654.37,41.29,19.2,1.1,0.0
20180525:0910,6260.4,817.11,49.7,20.63,1.1,0.0
20180525:1010,6277.0,825.04,56.35,21.73,1.24,0.0
20180525:1110,6519.1,865.08,59.81,22.74,1.31,0.0
20180525:1210,6274.0,831.6,58.9,23.35,1.31,0.0
20180525:1310,5988.5,790.89,53.98,23.68,1.24,0.0
20180525:1410,5358.8,702.78,46.48,23.84,1.03,0.0
20180525:1510,3651.8,477.29,37.66,23.68,0.62,0.0
20180525:1610,2236.0,307.65,28.3,23.64,0.62,0.0
20180525:1710,897.7,135.41,18.89,22.83,1.79,0.0
20180525:1810,310.5,53.72,9.81,21.76,1.93,0.0
20180525:1910,0.0,0.0,0.0,20.65,2.14,0.0
20180525:2010,0.0,0.0,0.0,19.49,2.14,0.0
20180525:2110,0.0,0.0,0.0,18.43,2.14,0.0
20180525:2210,0.0,0.0,0.0,17.4,2.14,0.0
20180525:2310,0.0,0.0,0.0,16.6,2.07,0.0
20180526:0010,0.0,0.0,0.0,16.05,2.0,0.0
20180526:0110,0.0,0.0,0.0,15.58,2.07,0.0
20180526:0210,0.0,0.0,0.0,15.23,2.07,0.0
20180526:0310,0.0,0.0,0.0,14.97,2.0,0.0
20180526:0410,98.9,23.5,4.79,14.72,2.07,0.0
20180526:0510,366.2,73.1,13.51,15.74,1.86,0.0
20180526:0610,1863.6,262.0,22.75,17.96,2.21,0.0
20180526:0710,3803.5,482.21,32.19,20.16,2.76,0.0
20180526:0810,5476.5,692.98,41.41,21.77,2.97,0.0
20180526:0910,6739.2,867.95,49.83,23.28,3.24,0.0
20180526:1010,7456.4,977.34,56.5,24.34,3.24,0.0
20180526:1110,7636.9,1011.8,59.98,25.16,3.1,0.0
20180526:1210,7471.0,992.03,59.08,25.78,2.97,0.0
20180526:1310,6608.6,870.21,54.15,26.02,2.69,0.0
20180526:1410,5115.9,663.69,46.63,26.05,2.62,0.0
20180526:1510,3658.1,474.46,37.8,25.93,2.76,0.0
20180526:1610,2328.4,323.24,28.44,25.8,2.83,0.0
20180526:1710,637.4,122.62,19.04,25.25,2.21,0.0
20180526:1810,250.4,46.16,9.96,24.34,1.86,0.0
20180526:1910,0.0,0.0,0.0,22.99,2.41,0.0
20180526:2010,0.0,0.0,0.0,21.56,2.55,0.0
20180526:2110,0.0,0.0,0.0,20.45,2.34,0.0
20180526:2210,0.0,0.0,0.0,19.28,2.21,0.0
20180526:2310,0.0,0.0,0.0,18.45,2.21,0.0
20180527:0010,0.0,0.0,0.0,17.89,2.28,0.0
20180527:0110,0.0,0.0,0.0,17.39,2.21,0.0
20180527:0210,0.0,0.0,0.0,16.69,2.07,0.0
20180527:0310,0.0,0.0,0.0,16.01,2.0,0.0
20180527:0410,55.8,16.79,4.91,15.61,2.07,0.0
20180527:0510,557.8,88.05,13.62,16.52,1.86,0.0
20180527:0610,1307.4,178.28,22.86,19.11,1.66,0.0
20180527:0710,3592.2,458.56,32.3,20.88,2.21,0.0
20180527:0810,5365.5,685.58,41.53,22.48,2.28,0.0
20180527:0910,6307.4,823.66,49.96,23.8,2.07,0.0
20180527:1010,6622.1,874.01,56.65,24.72,2.21,0.0
20180527:1110,432.7,70.56,60.15,25.51,2.48,0.0
20180527:1210,529.4,83.23,59.25,26.07,2.0,0.0
20180527:1310,2754.1,362.47,54.31,25.63,0.97,0.0
20180527:1410,3414.4,446.88,46.78,24.65,0.55,0.0
20180527:1510,1873.6,249.2,37.95,24.35,1.31,0.0
20180527:1610,469.2,75.09,28.58,24.75,1.86,0.0
20180527:1710,123.1,28.04,19.18,24.45,1.79,0.0
20180527:1810,30.0,12.59,10.11,23.46,1.66,0.0
20180527:1910,0.0,0.0,0.0,21.69,0.83,0.0
20180527:2010,0.0,0.0,0.0,20.18,1.52,0.0
20180527:2110,0.0,0.0,0.0,18.93,2.21,0.0
20180527:2210,0.0,0.0,0.0,18.29,2.07,0.0
20180527:2310,0.0,0.0,0.0,17.64,1.93,0.0
20180528:0010,0.0,0.0,0.0,16.9,1.72,0.0
20180528:0110,0.0,0.0,0.0,16.34,1.31,0.0
20180528:0210,0.0,0.0,0.0,16.58,0.9,0.0
20180528:0310,0.0,0.0,0.0,16.14,0.83,0.0
20180528:0410,103.9,24.34,5.02,15.8,0.83,0.0
20180528:0510,405.5,76.94,13.73,16.9,0.48,0.0
20180528:0610,1802.3,255.2,22.97,19.38,0.41,0.0
20180528:0710,3393.6,437.34,32.4,20.11,0.62,0.0
20180528:0810,4566.1,588.64,41.63,21.63,0.83,0.0
20180528:0910,6416.3,854.02,50.08,23.4,0.97,0.0
20180528:1010,7183.9,978.14,56.79,24.87,1.1,0.0
20180528:1110,7377.2,1012.84,60.31,26.19,1.31,0.0
20180528:1210,7157.1,970.47,59.42,26.7,1.79,0.0
20180528:1310,6453.1,861.81,54.46,27.29,2.07,0.0
20180528:1410,5172.2,679.41,46.93,27.57,2.21,0.0
20180528:1510,3441.3,450.88,38.09,27.64,2.55,0.0
20180528:1610,2326.3,325.7,28.72,27.31,2.76,0.0
20180528:1710,681.0,126.87,19.32,26.94,2.83,0.0
20180528:1810,310.0,54.55,10.25,26.04,2.48,0.0
20180528:1910,0.0,0.0,0.0,24.75,2.07,0.0
20180528:2010,0.0,0.0,0.0,23.36,2.21,0.0
20180528:2110,0.0,0.0,0.0,22.21,2.48,0.0
20180528:2210,0.0,0.0,0.0,21.42,2.48,0.0
20180528:2310,0.0,0.0,0.0,20.68,2.14,0.0
20180529:0010,0.0,0.0,0.0,19.54,1.72,0.0
20180529:0110,0.0,0.0,0.0,18.64,1.59,0.0
20180529:0210,0.0,0.0,0.0,17.88,1.59,0.0
20180529:0310,0.0,0.0,0.0,17.37,1.59,0.0
20180529:0410,92.0,22.66,5.13,17.17,1.45,0.0
20180529:0510,544.5,88.39,13.83,18.03,1.24,0.0
20180529:0610,1818.3,259.89,23.06,21.2,1.24,0.0
20180529:0710,3586.4,465.6,32.5,22.77,1.31,0.0
20180529:0810,4968.8,645.78,41.74,24.31,1.45,0.0
20180529:0910,5004.3,659.25,50.2,25.59,1.17,0.0
20180529:1010,4827.8,648.28,56.92,26.57,0.34,0.0
20180529:1110,6384.1,884.93,60.46,27.25,0.41,0.0
20180529:1210,6871.5,953.7,59.58,27.81,0.83,0.0
20180529:1310,5684.6,763.46,54.62,27.6,1.24,0.0
20180529:1410,532.4,83.23,47.08,25.27,3.38,0.0
20180529:1510,1299.2,176.46,38.23,22.98,3.03,0.0
20180529:1610,334.0,56.99,28.86,22.68,2.0,0.0
20180529:1710,279.9,49.76,19.46,22.26,1.59,0.0
20180529:1810,341.4,57.91,10.39,22.08,0.69,0.0
20180529:1910,0.0,0.0,0.0,19.63,1.45,0.0
20180529:2010,0.0,0.0,0.0,18.71,2.0,0.0
20180529:2110,0.0,0.0,0.0,18.44,2.07,0.0
20180529:2210,0.0,0.0,0.0,17.99,2.21,0.0
20180529:2310,0.0,0.0,0.0,17.76,1.86,0.0
20180530:0010,0.0,0.0,0.0,17.46,1.59,0.0
20180530:0110,0.0,0.0,0.0,16.96,1.66,0.0
20180530:0210,0.0,0.0,0.0,16.53,1.66,0.0
20180530:0310,0.0,0.0,0.0,16.09,1.66,0.0
20180530:0410,109.5,25.18,5.24,15.81,1.59,0.0
20180530:0510,368.2,74.01,13.92,16.6,1.31,0.0
20180530:0610,1876.6,266.91,23.15,18.31,1.38,0.0
20180530:0710,3802.0,485.68,32.59,20.16,1.79,0.0
20180530:0810,5373.9,690.13,41.83,21.73,1.59,0.0
20180530:0910,6370.7,833.87,50.31,23.04,1.72,0.0
20180530:1010,3917.5,504.85,57.05,24.04,2.07,0.0
20180530:1110,2697.2,351.15,60.61,24.7,2.21,0.0
20180530:1210,6332.1,837.53,59.73,25.4,2.14,0.0
20180530:1310,5901.3,778.59,54.77,25.99,2.0,0.0
20180530:1410,4609.7,603.15,47.21,26.23,1.66,0.0
20180530:1510,3295.8,433.19,38.36,26.09,1.17,0.0
20180530:1610,1561.3,213.73,28.99,25.44,0.97,0.0
20180530:1710,680.1,127.88,19.59,24.75,1.03,0.0
20180530:1810,262.9,47.84,10.53,24.0,0.97,0.0
20180530:1910,0.0,0.0,0.0,23.27,1.03,0.0
20180530:2010,0.0,0.0,0.0,21.42,1.31,0.0
20180530:2110,0.0,0.0,0.0,20.22,1.31,0.0
20180530:2210,0.0,0.0,0.0,19.59,1.1,0.0
20180530:2310,0.0,0.0,0.0,20.12,0.69,0.0
20180531:0010,0.0,0.0,0.0,19.62,0.34,0.0
20180531:0110,0.0,0.0,0.0,19.24,0.28,0.0
20180531:0210,0.0,0.0,0.0,18.72,0.41,0.0
20180531:0310,0.0,0.0,0.0,18.14,0.14,0.0
20180531:0410,0.0,4.2,5.33,17.77,0.14,0.0
20180531:0510,91.1,22.62,14.01,18.28,0.0,0.0
20180531:0610,977.4,137.18,23.24,20.05,0.21,0.0
20180531:0710,946.9,132.99,32.68,20.96,1.1,0.0
20180531:0810,948.5,133.89,41.92,21.94,0.69,0.0
20180531:0910,1929.5,253.69,50.41,22.17,1.24,0.0
20180531:1010,5313.8,687.39,57.17,23.01,1.93,0.0
20180531:1110,5299.4,694.1,60.75,23.6,1.31,0.0
20180531:1210,6974.6,948.73,59.88,24.3,0.9,0.0
20180531:1310,6560.3,891.16,54.91,24.87,0.62,0.0
20180531:1410,5503.6,730.96,47.35,25.12,0.76,0.0
20180531:1510,3539.2,464.19,38.49,25.38,1.03,0.0
20180531:1610,2251.5,310.74,29.12,25.01,0.9,0.0
20180531:1710,840.0,138.62,19.72,24.47,0.9,0.0
20180531:1810,257.2,47.0,10.66,23.68,0.83,0.0
20180531:1910,0.0,0.0,0.0,22.14,1.38,0.0
20180531:2010,0.0,0.0,0.0,21.08,1.79,0.0
20180531:2110,0.0,0.0,0.0,19.88,1.66,0.0
20180531:2210,0.0,0.0,0.0,18.89,1.17,0.0
20180531:2310,0.0,0.0,0.0,18.25,1.1,0.0
20180601:0010,0.0,0.0,0.0,17.77,1.17,0.0
20180601:0110,0.0,0.0,0.0,17.73,1.03,0.0
20180601:0210,0.0,0.0,0.0,17.43,1.38,0.0
20180601:0310,0.0,0.0,0.0,17.37,1.52,0.0
20180601:0410,0.0,4.2,5.43,17.39,1.52,0.0
20180601:0510,62.7,18.09,14.1,18.18,1.1,0.0
20180601:0610,217.0,40.71,23.32,18.79,0.21,0.0
20180601:0710,974.6,134.8,32.76,18.37,1.31,0.0
20180601:0810,1093.9,149.27,42.01,18.54,1.17,0.0
20180601:0910,548.9,83.23,50.5,18.66,1.1,0.0
20180601:1010,424.9,67.85,57.29,19.13,1.38,0.0
20180601:1110,514.9,79.61,60.88,20.43,0.9,0.0
20180601:1210,759.9,110.37,60.02,21.01,0.28,0.0
20180601:1310,659.5,97.7,55.05,20.78,1.03,0.0
20180601:1410,698.0,102.23,47.48,20.62,2.0,0.0
20180601:1510,511.0,78.71,38.62,20.02,4.69,0.0
20180601:1610,663.8,96.8,29.24,18.43,5.79,0.0
20180601:1710,179.3,35.28,19.85,17.55,5.52,0.0
20180601:1810,312.4,52.88,10.79,16.96,4.76,0.0
20180601:1910,0.0,0.0,0.0,16.57,3.72,0.0
20180601:2010,0.0,0.0,0.0,16.34,2.97,0.0
20180601:2110,0.0,0.0,0.0,16.16,2.69,0.0
20180601:2210,0.0,0.0,0.0,15.99,2.62,0.0
20180601:2310,0.0,0.0,0.0,15.78,2.48,0.0
20180602:0010,0.0,0.0,0.0,15.75,2.55,0.0
20180602:0110,0.0,0.0,0.0,15.6,2.48,0.0
20180602:0210,0.0,0.0,0.0,15.6,2.28,0.0
20180602:0310,0.0,0.0,0.0,15.6,1.93,0.0
20180602:0410,3.7,6.71,5.51,15.64,2.0,0.0
20180602:0510,282.9,48.85,14.18,15.65,2.21,0.0
20180602:0610,1079.7,146.53,23.39,16.05,2.41,0.0
20180602:0710,2122.3,269.4,32.83,16.78,2.55,0.0
20180602:0810,3573.5,443.02,42.09,17.53,2.83,0.0
20180602:0910,6135.5,771.94,50.59,18.63,2.76,0.0
20180602:1010,4910.7,615.89,57.4,19.5,2.97,0.0
20180602:1110,4777.9,601.16,61.01,20.28,3.1,0.0
20180602:1210,6085.9,774.1,60.16,20.8,3.1,0.0
20180602:1310,2149.3,277.34,55.18,21.09,3.03,0.0
20180602:1410,3239.5,409.24,47.61,21.01,3.1,0.0
20180602:1510,3844.7,485.27,38.74,20.77,3.03,0.0
20180602:1610,2219.2,294.2,29.36,20.58,2.83,0.0
20180602:1710,907.6,130.36,19.97,20.33,2.55,0.0
20180602:1810,345.8,57.91,10.91,19.87,1.66,0.0
20180602:1910,0.0,1.68,2.54,18.67,1.66,0.0
20180602:2010,0.0,0.0,0.0,17.74,1.31,0.0
20180602:2110,0.0,0.0,0.0,16.58,1.31,0.0
20180602:2210,0.0,0.0,0.0,15.52,1.52,0.0
20180602:2310,0.0,0.0,0.0,14.83,1.59,0.0
20180603:0010,0.0,0.0,0.0,14.37,1.52,0.0
20180603:0110,0.0,0.0,0.0,13.87,1.31,0.0
20180603:0210,0.0,0.0,0.0,13.91,1.1,0.0
20180603:0310,0.0,0.0,0.0,14.11,0.83,0.0
20180603:0410,41.4,14.27,5.59,14.19,0.62,0.0
20180603:0510,532.3,80.81,14.25,14.54,0.28,0.0
20180603:0610,1372.3,184.84,23.46,16.35,0.48,0.0
20180603:0710,3359.1,430.1,32.9,17.81,0.21,0.0
20180603:0810,3213.5,409.87,42.16,19.03,0.34,0.0
20180603:0910,4791.0,618.83,50.68,20.11,0.48,0.0
20180603:1010,5119.3,664.4,57.5,20.98,0.83,0.0
20180603:1110,5156.4,669.67,61.13,21.45,1.03,0.0
20180603:1210,3736.8,481.99,60.29,22.14,1.03,0.0
20180603:1310,3058.3,394.72,55.31,22.49,1.24,0.0
20180603:1410,4536.5,583.72,47.73,22.8,1.59,0.0
20180603:1510,3517.6,452.28,38.86,22.81,1.86,0.0
20180603:1610,2119.2,283.73,29.48,22.62,1.93,0.0
20180603:1710,959.5,146.37,20.08,22.44,2.0,0.0
20180603:1810,367.8,61.27,11.03,21.92,1.31,0.0
20180603:1910,0.0,4.2,2.66,21.22,1.24,0.0
20180603:2010,0.0,0.0,0.0,19.85,1.79,0.0
20180603:2110,0.0,0.0,0.0,18.55,2.0,0.0
20180603:2210,0.0,0.0,0.0,17.55,1.93,0.0
20180603:2310,0.0,0.0,0.0,16.52,1.72,0.0
20180604:0010,0.0,0.0,0.0,16.11,1.31,0.0
20180604:0110,0.0,0.0,0.0,16.1,1.1,0.0
20180604:0210,0.0,0.0,0.0,15.34,1.24,0.0
20180604:0310,0.0,0.0,0.0,14.9,1.24,0.0
20180604:0410,127.3,27.7,5.66,15.0,1.1,0.0
20180604:0510,375.3,75.11,14.31,15.95,0.76,0.0
20180604:0610,1884.7,267.5,23.53,18.1,0.76,0.0
20180604:0710,3793.7,485.45,32.96,19.39,1.24,0.0
20180604:0810,5438.2,695.46,42.22,21.06,1.72,0.0
20180604:0910,6599.2,860.33,50.75,22.33,1.93,0.0
20180604:1010,7205.1,956.73,57.59,23.37,1.93,0.0
20180604:1110,7093.2,947.86,61.25,24.22,1.86,0.0
20180604:1210,6138.7,811.94,60.41,24.79,1.79,0.0
20180604:1310,4831.1,626.95,55.43,24.74,2.07,0.0
20180604:1410,4365.8,561.2,47.85,24.53,2.55,0.0
20180604:1510,3522.0,453.75,38.97,24.65,2.9,0.0
20180604:1610,2347.6,317.67,29.59,24.17,3.38,0.0
20180604:1710,853.6,142.55,20.2,23.6,3.45,0.0
20180604:1810,360.5,60.43,11.15,22.67,3.03,0.0
20180604:1910,0.0,3.36,2.78,21.35,2.69,0.0
20180604:2010,0.0,0.0,0.0,19.92,2.55,0.0
20180604:2110,0.0,0.0,0.0,18.84,2.69,0.0
20180604:2210,0.0,0.0,0.0,17.99,2.55,0.0
20180604:2310,0.0,0.0,0.0,17.16,2.21,0.0
20180605:0010,0.0,0.0,0.0,16.34,2.14,0.0
20180605:0110,0.0,0.0,0.0,15.57,2.0,0.0
20180605:0210,0.0,0.0,0.0,14.92,1.93,0.0
20180605:0310,0.0,0.0,0.0,14.41,1.86,0.0
20180605:0410,7.3,7.55,5.73,14.14,1.86,0.0
20180605:0510,208.1,38.9,14.38,15.1,1.86,0.0
20180605:0610,660.4,95.89,23.58,16.47,2.41,0.0
20180605:0710,1243.8,165.73,33.02,17.34,2.76,0.0
20180605:0810,2416.2,305.97,42.29,18.22,2.34,0.0
20180605:0910,3143.5,396.55,50.82,19.29,2.14,0.0
20180605:1010,5344.5,680.15,57.68,20.28,2.21,0.0
20180605:1110,7056.7,915.51,61.36,21.17,2.62,0.0
20180605:1210,7709.6,1009.71,60.53,21.99,2.76,0.0
20180605:1310,7061.1,915.41,55.55,22.61,2.9,0.0
20180605:1410,5984.5,765.22,47.96,22.99,3.03,0.0
20180605:1510,4386.5,560.63,39.08,23.24,3.03,0.0
20180605:1610,2511.2,343.7,29.7,23.16,3.03,0.0
20180605:1710,685.7,131.82,20.31,22.9,2.97,0.0
20180605:1810,297.3,52.04,11.26,22.2,2.48,0.0
20180605:1910,0.4,5.88,2.89,20.15,2.48,0.0
20180605:2010,0.0,0.0,0.0,18.8,2.41,0.0
20180605:2110,0.0,0.0,0.0,17.86,2.28,0.0
20180605:2210,0.0,0.0,0.0,17.1,2.07,0.0
20180605:2310,0.0,0.0,0.0,16.36,2.07,0.0
20180606:0010,0.0,0.0,0.0,15.62,1.93,0.0
20180606:0110,0.0,0.0,0.0,14.85,1.72,0.0
20180606:0210,0.0,0.0,0.0,14.37,1.66,0.0
20180606:0310,0.0,0.0,0.0,14.33,1.38,0.0
20180606:0410,133.6,28.54,5.79,14.32,1.31,0.0
20180606:0510,401.8,77.36,14.43,15.29,1.1,0.0
20180606:0610,1903.7,270.99,23.63,18.28,1.45,0.0
20180606:0710,3894.1,495.65,33.07,19.63,2.07,0.0
20180606:0810,5493.0,699.28,42.34,21.2,2.21,0.0
20180606:0910,6766.4,885.35,50.89,22.61,1.93,0.0
20180606:1010,7490.2,1007.31,57.76,23.88,1.66,0.0
20180606:1110,7753.1,1055.98,61.46,24.93,1.66,0.0
20180606:1210,7593.1,1036.34,60.65,25.71,1.59,0.0
20180606:1310,6888.1,935.13,55.66,26.22,1.24,0.0
20180606:1410,5725.4,765.3,48.07,26.58,1.03,0.0
20180606:1510,4300.1,568.5,39.19,26.71,1.24,0.0
